register_year,serial,zone,ward_token,ward,length_m,width_m,dlp_or_completion_date,contractor,consultant,road_desc_raw
2024-25,98,North-West,ctuzfœuJ,19 BODAKDEV,689.0,14.0,24.11.2027,N.C.C. Infra Pvt Ltd,,ctuzfœuJ W•th vrùb Ítullt ctuzfœuJ Jtuzobtkk rmk^wCJh htuz Wvh ytJuj bÕxejuJj vtfeod&e ytizt dtzol &e yu.yub.me.Ãjtux mw^eltu htuz JtRzulekd fhe hemhVum fhJtlw ftb. 689.0 14.00 24.11.2027 yul.me.me. RL£tMvum «t.je fe Mxtul WrJoNCtR dtk^e ys
2024-25,99,North-West,atkœjtuzegt,02 CHANDLODIA,210.0,5.12,05.12.2027,Keystone Infrastructure Pvt Ltd,,atkœjtuzegt W.v.Ítulltk atkkœjtuzegt Jtuzobt fuNJb ntRxmo &e Ntµ< Rxuhlegt htuz cuÍJfo fhe hemhVum fhJtlt ftb 210.0 7.00 05.12.2027 lh lthtgK RL£tMx[¾ah v{t.je. fe Mxtul dti<bCtR «òvr< lJelCtR vkatj «KJCtR vkze< dtuvtjCtR vxuj
2024-25,100,North-West,ctuzfœuJ,19 BODAKDEV,250.0,20.12,20.12.2027,Fortune Builders,Marsh Planning & Engineering Services Pvt Ltd,ctuzfœuJ W•th vrùb Ítulltk ctuzfœuJ Jtuzobt xe.ve.50 rJM<thbtk ytJuj yuvef ntuMvexj &e xtuzjmo zul «eMfwj mw^elt htuzlu cuÍJfo fhe hemhVum fhJtlt ftb 250.0 9.00 20.12.2027 Vtuhågwl rcÕzmo btNo Ãjtlekd yuLz yuLS. mJeomem «t.je. WrJoNCtR dtk^
2024-25,101,North-West,atkœjtuzegt,02 CHANDLODIA,565.0,10.12,10.12.2027,Keystone Infrastructure Pvt Ltd,,atkœjtuzegt W.v.Ítulltk atkkœjtuzegt Jtuzobtk NeJbdum &e ytœNo ftbœth mtumtgxe mw^eltu htuz JtRzlekd fhe hemhVum fhJtlw ftb. 565.0 8.50 10.12.2027 Vtuhågwl rcÕzmo fe Mxtul S<uLœT[CtR vxuj nheNCtR atJzt «KJCtR vkze</ble»ttcul Ntn rJsgCtR vxu
2024-25,102,North-West,ctuzfœuJ,19 BODAKDEV,230.0,25.03,25.03.2027,Fortune Builders,Marsh Planning & Engineering Services Pvt Ltd,ctuzfœuJ W•th vrùb Ítullt ctuzfœuJ Jtuzobtkk z[tVx xe.ve.31(gwleJmeoxe-2 stu VuhVth) btk ytJuj S.yub.ze.me.htuz &e ftmt Ôgtubt Vjux mw^eltu htuz cuÍJfo fhe hemhVum fhJtlt ftb 230.0 7.00 25.03.2027 Vtuhågwl rcÕzmo btNo Ãjtlekd yuLz yuLS. mJe
2024-25,103,North-West,ctuzfœuJ,19 BODAKDEV,180.0,18.12,18.12.2027,Fortune Builders,Marsh Planning & Engineering Services Pvt Ltd,ctuzfœuJ W•th vrùb Ítulltk ctuzfœuJ Jtuzobtk Mftgzuf ath hM<t&e vtµo jfÍwhegt sil œuhtmh mw^eltu htuz cuÍJfo fhe hemhVum fhJtlt ftb 180.0 7.00 18.12.2027 Vtuhågwl rcÕzmo btNo Ãjtlekd yuLz yuLS. mJeomem «t.je. Wðf»toCtR Wvtægtg lJelcCtR vkat
2024-25,104,North-West,ctuzfœuJ,19 BODAKDEV,315.0,14.0,07.01.2028,Nar Narayan Infrastructure Pvt Ltd,Marsh Planning & Engineering Services Pvt Ltd,ctuzfœuJ W•th vrùb Ítullt ctuzfœuJ Jtuzobtkk mtubvtuj skfNl&e yuhem jtRVMxtRj mw^elt htuzlu JtRzulekd fhe hemhVum fhJtlw ftb. 315.0 14.00 07.01.2028 lh lthtgK RL£tMx[¾ah v{t.je. btNo Ãjtlekd yuLz yuLS. mJeomem «t.je. Wðf»toCtR Wvtægtg/ <Lbg
2024-25,105,North-West,&j<us,08 THALTEJ,530.0,5.01,05.01.2028,Keystone Infrastructure Pvt Ltd,,&j<us W•th vrùb Ítullt &j<us Jtuzo btk Wbegt bt<tlt bkkkrœh&e Ntjel humezuLme mw^eltu htuz <&t hts humezuLme&e ytudMx ntub&e Nejs ltkkœtuje mw^eltu htuz hemhVum fhJtlt ftb ctc<. 530.0 7.00 05.01.2028 lh lthtgK RL£tMx[¾ah v{t.je. fe Mxtul <L
2024-25,106,North-West,dtu<t,01 GOTA,940.0,12.0,20.01.2028,Keystone Infrastructure Pvt Ltd,,dtu<t W•th vrµb Ítullt dtu<t Jtuzo Rµh humezuLme &e rmÕJh vhe¢bt &e hts ntuBm mw^e ltu htuzlu cuÍJfo fhe hemhVum fhJtlt ftb 940.0 12.00 20.01.2028 lh lthtgK RL£tMx[¾ah v{t.je. fe Mxtul bgwh vxuj lrJlCtR vkatj brl»ttcul Ntn «KJCtR vkrz<
2024-25,107,North-West,&j<us,08 THALTEJ,537.0,14.0,30.01.2028,N.C.C. Infra Pvt Ltd,,&j<us W•th vrùb Ítulltk &j<us Jtuzobtk Lgw rlrf<t mfoj &e mwœNol xtJh &e bKeCœ[ yuvtxobuLx mw^eltu htuz bejekd <&t JtRzulekd fhe hemhVum fhJtlt ftb 537.0 14.00 30.01.2028 yul.me.me. RL£tMvum «t.je fe Mxtul <Lbg ve. vkzgt lrJlCtR vkatj brl»t
2024-25,108,North-West,dtu<t,01 GOTA,375.0,29.01,29.01.2028,Keystone Infrastructure Pvt Ltd,,dtu<t W•th vrùb Ítullt dtu<t Jtuzobt ytur¾msl vtfo &e ytgol yuBceml ath hM<t mw^eltu htuz cuÍJfo fhe hemhVum fhJtlt ftb 375.0 7.00 29.01.2028 lh lthtgK RL£tMx[¾ah v{t.je. fe Mxtul nmbwF mtujkfe rœvfCtR vxuj brl»ttcul Ntn «KJCtR vkrz<
2024-25,109,North-West,dtu<t,01 GOTA,18.0,370.0,31.01.2028,Ashish Infracon Pvt Ltd,,dtu<t W•th vrµb Ítullt dtu<t Jtuzobt rmæ^ebuLml&e ctvwle Jtze <hVltu 18 be. Ltu xe.ve.htuz cuÍJfo fhe hemhVum fhJtlt ftb 370.0 5.00 31.01.2028 ytr»tN RL£tftul «t.je. fe Mxtul nmbwF mtujkfe rœvfCtR vxuj brl»ttcul Ntn «KJCtR vkrz<
2024-25,110,North-West,ctuzfœuJ,19 BODAKDEV,480.0,1.02,01.02.2028,Keystone Infrastructure Pvt Ltd,,ctuzfœuJ W•th vrùb Ítullt ctuzfœuJ Jtuzobt yum.ve.hekd htuz ytgol yuBcme &e btmo ¾LmjxLx ytuVem mw^e ltu htuzlu cuÍJfo mt&u lJtu cltJJtlt ftb 480.0 7.00 / 5.00 01.02.2028 lh lthtgK RL£tMx[¾ah v{t.je. fe Mxtul WrJoNCtR dtk^e lJelcCtR vkatj b
2024-25,111,North-West,dtu<t,01 GOTA,245.0,14.0,07.02.2028,N.C.C. Infra Pvt Ltd,,dtu<t W•th vrµb Ítullt dtu<t Jtuzobt fu.yul.ve.yum.mfoj &e huÕJu jtRl mw^elt htuzlu cuÍJfo fhe hemhVum fhJtlt ftb 245.0 14.00 07.02.2028 yul.me.me. RL£tMvum «t.je fe Mxtul nmbwF mtujkfe rœvfCtR vxuj brl»ttcul Ntn «KJCtR vkrz< jkctR vntu¤tR 
2024-25,112,North-West,&j<us,08 THALTEJ,1238.0,14.02,14.02.2028,Nar Narayan Infrastructure Pvt Ltd,Marsh Planning & Engineering Services Pvt Ltd,&j<us W•th vrùb Ítullt &j<us Jtuzobtkk nuc<vwh huÕJu ¢tumekd &e meBm c{es mw^eltu huÕJu vuhujj htuz cuÍ Jfo fhe hemhVum fhJtlw ftb. 1238.0 9.00 14.02.2028 lh lthtgK RL£tMx[¾ah v{t.je. btNo Ãjtlekd yuLz yuLS. mJeomem «t.je. <Lbg ve. vkzgt lr
2024-25,113,North-West,atkœjtuzegt,02 CHANDLODIA,300.0,19.02,19.02.2028,Ashish Infracon Pvt Ltd,,atkœjtuzegt W.v.Ítulltk atkkœjtuzegt Jtuzobt mnòlkkœ ntbtuole&e dKuN dtuÕz htuz buRl htuz mw^eltu htuz JtRzulekd fhe hemhVum fhJtlt ftb 300.0 7.00 19.02.2028 ytr»tN RL£tftul «t.je. fe Mxtul dti<bCtR «òvr< lJelCtR vkatj «KJCtR vkze< dtuvtjCt
2024-25,114,North-West,atkœjtuzegt,02 CHANDLODIA,165.0,19.02,19.02.2028,Ashish Infracon Pvt Ltd,,atkœjtuzegt W.v.Ítulltk atkkœjtuzegt Jtuzobt ctmej Mftg jtRl &e <wjme ntRxm mw^eltu cuÍJfo fhe hemhVum fhJtlt ftb 165.0 7.00 19.02.2028 ytr»tN RL£tftul «t.je. fe Mxtul dti<bCtR «òvr< lJelCtR vkatj «KJCtR vkze< dtuvtjCtR vxuj
2024-25,115,North-West,&j<us,08 THALTEJ,875.0,19.02,19.02.2028,Nar Narayan Infrastructure Pvt Ltd,Marsh Planning & Engineering Services Pvt Ltd,&j<us W•th v.Ítullt &j<us Jtuzbt S.R.ce.yturVm &e nhe ytub humezuLme mw^eltu htuz hedu{z fhe hemhVum fhJtlw ftb. 875.0 7.00 19.02.2028 lh lthtgK RL£tMx[¾ah v{t.je. btNo Ãjtlekd yuLz yuLS. mJeomem «t.je. <Lbg ve. vkzgt lrJlCtR vkatj brl»ttcu
2024-25,116,North-West,&j<us,08 THALTEJ,550.0,14.0,09.03.2028,N.C.C. Infra Pvt Ltd,,&j<us W•th vrùb Ítullt &j<us Jtuzobt <ts MftgjtRl ntuxuj&e vtheò< ytJtm mw^eltu htuz JtRzulekd fhe hemhVum fhJtlt ftb 550.0 14.00 09.03.2028 yul.me.me. RL£tMvum «t.je fe Mxtul <Lbg ve. vkzgt lrJlCtR vkatj brl»ttcul Ntn «KJCtR vkrz<
2024-25,117,North-West,atkœjturzgt,02 CHANDLODIA,520.0,30.0,,,,"atkœjturzgt yum veythyth &e mtdt ntRxm 520.0 30.00 10/19/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. rahtd ltgf ybe< yu. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn"
2024-25,118,North-West,atkœjturzgt,02 CHANDLODIA,1600.0,30.0,,,,"atkœjturzgt ytub vtxeo Ãjtux&e mðgbuJ -3 &E yum.ve.hekd htuz mw^e 1600.0 30.00 10/25/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. ytNe»tCtR CtJmth/ rahtd ltgf ybe< yu. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn"
2024-25,119,North-West,&j<us,08 THALTEJ,750.0,30.0,,,,"&j<us ytgobl ckøjtu &e nuc<vwh dtb 750.0 30.00 11/22/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. ytNe»tCtR CtJmth/ rahtd ltgf ybe< yu. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn"
2024-25,120,North-West,atkœjturzgt,02 CHANDLODIA,900.0,30.0,,,,"atkœjturzgt ºttdz Jtuxh vkved MxuNl&e mtrlæg Vjux ath hM<t mw^e 900.0 30.00 11/12/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. ytNe»tCtR CtJmth/ rahtd ltgf ybe< yul. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn"
2024-25,121,North-West,atkœjturzgt,02 CHANDLODIA,1200.0,24.0,,,,"atkœjturzgt mtrlæg Vjux ath hM<t &e ytb{fwks ckøjtuÍ, yum.ve.hekd htuz mw^e 1200.0 24.00 11/8/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. rahtd ltgf ybe< yul. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn"
2024-25,122,North-West,atkœjturzgt,02 CHANDLODIA,307.0,600.0,,,,"atkœjturzgt 307 humezuLme &e œuJ humezuLme ºttdz 600.0 24.00 11/20/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. rahtd ltgf ybe< yul. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn jkctR vntu¤tR yt.R yt.me.R zu.mexe Rsluh "
2024-25,123,North-West,&j<us/ctuzf,08 THALTEJ,2000.0,30.0,,,,&j<us/ctuzf œuJ mtj ntuMvexj ¢tum htuz &e nuÕbux ¢tum htuz 2000.0 30.00 9/12/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. rahtd ltgf ybe< yul. vxuj btijefCtR Ôgtm ©e «KgCtR Ntn
2024-25,124,North-West,dtu<t,01 GOTA,1550.0,30.0,,,,"dtu<t lejdehe Vjux &e mtdh mkde< 3 &e me^e rJjt htuz 1550.0 30.00 12/13/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. rahtd ltgf ybe< yul. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn"
2024-25,125,North-West,dtu<t,01 GOTA,700.0,30.0,,,,"dtu<t fthdej sk¾Nl &e mtdh mkde< mtujt dtb 700.0 30.00 12/29/2029 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. ytNe»tCtR CtJmth/ rahtd ltgf ybe< yul. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn"
2024-25,126,North-West,dtu<t,01 GOTA,600.0,30.0,,,,dtu<t meÕJh ytuf ftujus ¢tum htuz &e mnòlkœ yuMxux htuz 600.0 30.00 1/17/2030 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. rahtd ltgf ybe< yul. vxuj btijefCtR Ôgtm ©e «KgCtR Ntn
2024-25,127,North-West,ctuzfœuJ,19 BODAKDEV,3080.0,30.0,,,,"ctuzfœuJ htsv& ¾jc &e yumveythyth 3080.0 30.00 2/6/2030 yth.fu.me. RLV[trcÕx «t. je. btNo yuLSleghekd yuLz «t.je. ytNe»tCtR CtJmth/ rahtd ltgf ybe< yul. vxujdtuvtjCtR vxuj, btijefCtR Ôgtm©e «KgCtR Ntn"
2024-25,128,North-West,dtu<t,01 GOTA,221.0,220.0,03-06-27,R.K.C. Infrabuild Pvt Ltd,Marsh Planning & Engineering Services Pvt Ltd,dtu<t xe.ve. 221 yum.ve.hekd htuz &e ytuzt htuzlu òuz<tu htuz 220.0 30.00 2/10/2030 rbjl htuz ceÕzxuf yujyujve sguN yu œjtj rahtd ltgf ybe< yul. vxuj btijefCtR Ôgtm ©e «KgCtR Ntn 129 œrûtK vrùb Ítul mhFus mhFus Jtuzobtk mðgœev ntRxm &e mtrl
2024-25,157,East,htbtuj,48 RAMOL HATHIJAN,107.0,315.0,10-04-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,htbtuj nt&esK vwJoÍtul htbtuj nt&esK Jtuzobtk ytJuj xe.ve. 107 Ft<u ytJuj Lgw bKeldhltu ©elkœmexe-6 Ft<ultu xe.ve.htuz JtRzlekd mt&u hed{uz fhe hemhVum fhJtlt ftb 315.0 9.00 10-04-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yLSleghekd mrJomem Ch<Ct
2024-25,158,East,dtub<evwh,38 GOMTIPUR,81.0,300.0,04-06-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,dtub<evwh dtub<evwh Jtuzobtk htsvwh rJM<thbtk dwsht< ctuxjekd ath hM<t&e mwkœhbldh çjtuf lk 81 mw^elt xe.ve.htuzlu cuÍ juJj&e vtftu fhe hed{uz fhe hemhVum fhJtlwk ftb 300.0 14.40 04-06-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yuLSleghekd mrJom «
2024-25,159,East,ytuZJ,40 ODHAV,310.0,16.0,16-04-27,Maruti Construction,,ytuZJ ytuZJ Jtuzobtk hcthe Jmtn< rJM<thbtk ytJuj studKe bt<t bkrœh &e ht^u~gtb lur¤gwk mw^elt hM<tlu hed{uz fhe hemhVum fhJtlwk ftb (^tht mÇg©e lw csux) 310.0 6.50 16-04-27 btY<e fLmx[¾Nl ytub yuLSleghekd biºtugCtR Jt^ujt biºtugCtR Jt^ujt b
2024-25,160,East,CtRvwht,43 BHAIPURA HATKESHWAR,175.0,30.0,30-04-27,Maruti Construction,,CtRvwht ^{wJ Mfwjle mtbu ytJuj ^ehs ntWmekd vtKe xtkfe lu stuz<tu ònuh hM<tu 175.0 7.00 30-04-27 btY<e fLmx[¾Nl btNo fLMjxLxme sdœeNCtR vxuj bnuNCtR htsvq< bnuNCtR htsvq< htsuNCtR htXJt
2024-25,161,East,htbtuj,48 RAMOL HATHIJAN,695.0,2.0,02-05-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,htbtuj nt&esK vqJoÍtullt htbtuj nt&esK Jtuzobtk ytJuj sNtuœtldh rJM<thbtk ELîvwhe xtWlNev Ft<u lejfkX humezuLme &e ctvt me<thtb atuf mw^eltu htuz hed{uz fhe hemhVum fhJtlt ftb 695.0 9.00 02-05-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yuLSleghekd
2024-25,162,East,JMºttj,41 VASTRAL,290.0,3.0,03-05-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,JMºttj vqJoÍtullt JMºttj Jtuzobtk ytJuj bll zwÃjuût xe.ve. hM<tlu cuÍJfo&e hed{uz fhe hemhVum fhJtlt ftb <&t htuzle cklu mtEz Jtuj xw Jtuj Vwxvt& fhJtlt ftb 290.0 9.00 03-05-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. mksgC
2024-25,163,East,JMºttj,41 VASTRAL,530.0,11.0,11-06-27,Vimal Construction,,JMºttj vqJoÍtullt JMºttj Jtuzobtk ytJuj MJtbelthtgK vtfo &e Wrbgt zwÃjuût ath hM<t mw^elt xe.ve. hM<tlu cuÍJfo&e hed{uz fhe hemhVum fhJtlt ftb <&t htuzle cklu mtEz Jtuj xw Jtuj Vwxvt& fhJtlt ftb 530.0 9.00 11-06-27 rJbj fLmx[¾Nl ytub yuLSle
2024-25,164,East,rJhtxldh,,1180.0,12.0,22-06-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,rJhtxldh rJhtxldh Jtuzobtk ytJuj Mfuxekd hekd&e mœdwY dtzol&e NeJ vtfo mtumgxe &E bwr¾<^tb vtujem atufe mw^eltu htuz JtEzlekd fhe hemhVum fhJt 1180.0 12 (9) 22-06-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. mksgCtR vxuj yrb
2024-25,165,East,CtRvwht,43 BHAIPURA HATKESHWAR,450.0,23.0,23-10-27,Maruti Construction,,"CtRvwht dtuhlt fwJt&e ce.yth.xe.yum. mrJom htuz mw^e stuz<tu xe.ve. htuz cuÍ Jfo fhe htuz hemhVum fhJtlt ftb 450.0 9.00 23-10-27 btY<e fLmx[¾Nl btNo fLMjxLxme sdœeNCtR vxuj(cuÍJfo), «e<wjCtR Ntn bnuNCtR htsvq< bnuNCtR htsvq< htsuNCtR htXJt"
2024-25,166,East,CtRvwht,43 BHAIPURA HATKESHWAR,230.0,23.0,23-10-27,Maruti Construction,,"CtRvwht ^{wJ Mfwj &e «d<e vtfo rJCtd - 2 bltunhfwks mtumgxelu stuz<tu xe.ve. htuz (^tht mÇg©e lw csux) 230.0 7.50 23-10-27 btY<e fLmx[¾Nl btNo fLMjxLxme sdœeNCtR vxuj(cuÍJfo), «e<wjCtR Ntn bnuNCtR htsvq< bnuNCtR htsvq< htsuNCtR htXJt"
2024-25,167,East,rlftuj,24 NIKOL,380.0,7.0,07-10-27,Nar Narayan Infrastructure Pvt Ltd,,rlftuj hts ELzMx[egj &e muÕm ELzMx[egj xe.ve. htuz 380.0 9.00 07-10-27 lhlthtgK EL£t ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt jkctR vntu¤tR yt.R yt.me.R zu.mexe Rsluh yuze.mexe RsluhftuLx[tfhlwk ltb ve.yub.
2024-25,168,East,rlftuj,24 NIKOL,610.0,19.0,19-10-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,rlftuj MJÃlmwÐe &e mt&of dtzol htuz 610.0 9.00 19-10-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,169,East,htbtuj,48 RAMOL HATHIJAN,270.0,10.0,10-11-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,htbtuj nt&esK vt&o ckøjtuÍ &e ~gtb ftuloh mw^eltu htuz (ytWxh d{tu&) 270.0 9.00 10-11-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,170,East,JMºttj,41 VASTRAL,413.0,11.0,11-11-27,Vimal Construction,,JMºttj ©e^h ntExm ath hM<t &e yvoK Mfwj mw^eltu htuz 413.0 9.00 11-11-27 rJbj fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,171,East,rlftuj,24 NIKOL,520.0,13.0,13-11-27,Maruti Construction,,rlftuj (1) «<e»Xt ckøjtuÍ &e fuBm ftuloh htuz (2) dKuN yuBvtgh &e ctjbwfwLœ d{eLm htuz (ytWxh d{tu&) 520.0 9.00 13-11-27 btY<e fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,172,East,rJhtxldh,,165.0,7.0,07-02-28,Vimal Construction,,rJhtxldh X¬hldh ath hM<t&e jejtldh vtKele xtkfe mw^eltu htuz (mrJom htuz) 165.0 7.00 07-02-28 rJbj fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,173,East,rlftuj,24 NIKOL,590.0,14.0,18-11-27,Nar Narayan Infrastructure Pvt Ltd,,rlftuj fXJtzt vtujem atufe &e btÍ «tuz¾x xe.ve. htuz 590.0 14.00 18-11-27 lhlthtgK EL£t ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,174,East,htbtuj,48 RAMOL HATHIJAN,775.0,12.0,06-12-27,Nar Narayan Infrastructure Pvt Ltd,Marsh Planning & Engineering Services Pvt Ltd,htbtuj nt&esK vqJoÍtullt htbtuj nt&esK Jtuzobtk cawCtR fwJt rJM<thbtk ytJuj Juxefl vtujem MxuNl &e lJSJl ath hM<t mw^eltu htuz 775.0 12.00 06-12-27 lhlthtgK EL£t btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR
2024-25,175,East,JMºttj,41 VASTRAL,690.0,5.0,05-12-27,Maruti Construction,,JMºttj zwl Mfwj &e fe{N ntuBm &e yum.ve. hekd htuz (ytWxh d{tu&) 690.0 7.00 05-12-27 btY<e fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,176,East,JMºttj,41 VASTRAL,1068.0,24.0,24-12-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,JMºttj ht^u auBch &e ftumbtum rJjt htuz 1068.0 7.00 24-12-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,177,East,JMºttj,41 VASTRAL,470.0,11.0,11-01-28,Vimal Construction,,JMºttj dtuve zuhe &e nhS vtfo mw^eltu htuz 470.0 7.00 11-01-28 rJbj fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,178,East,htbtuj,48 RAMOL HATHIJAN,220.0,26.0,26-12-27,Nar Narayan Infrastructure Pvt Ltd,Marsh Planning & Engineering Services Pvt Ltd,htbtuj nt&esK ctju¹Jh ckøjtuÍ &e yum.ve. hekd htuz mw^eltu htuz (ytWxh d{tu&) 220.0 7.00 26-12-27 lhlthtgK EL£t btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,179,East,htbtuj,48 RAMOL HATHIJAN,710.0,26.0,26-12-27,Nar Narayan Infrastructure Pvt Ltd,Marsh Planning & Engineering Services Pvt Ltd,htbtuj nt&esK ht^u~gtb ntWNekd &e œuJf]vt rzJtEl <hV ltu htuz (ytWxh d{tu&) 710.0 7.00 26-12-27 lhlthtgK EL£t btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,180,East,ytuZJ,40 ODHAV,640.0,27.0,27-12-27,Maruti Construction,,ytuZJ bntjûbe cufhe &e mwvh ntEMfwj &E ykrcftldh Mfwj mw^eltu htuz (ytWxh d{tu&) 640.0 9.00 27-12-27 btY<e fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,181,East,ytuZJ,40 ODHAV,630.0,27.0,27-12-27,Maruti Construction,,ytuZJ ykrcftldh vtKele xtkfe &e nlwbtl bkrœh&e cujt vtfo mw^elt xe.ve. htuz (ytWxh d{tu&) 630.0 9.00 27-12-27 btY<e fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
2024-25,182,East,dtub<evqh,,310.0,12.0,01-01-28,Vimal Construction,,dtub<evqh xtuve bej &e htsvwh vtuMx yturVm mw^eltu htuz 310.0 12.00 01-01-28 rJbj fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt jkctR vntu¤tR yt.R yt.me.R zu.mexe Rsluh yuze.mexe RsluhftuLx[tfhlwk ltb v
2024-25,183,East,JMºttj,41 VASTRAL,110.0,31.0,31-12-27,Maruti Construction,Marsh Planning & Engineering Services Pvt Ltd,JMºttj vqJoÍtul JMºttj Jtuzobtk ytJuj zwl Mfwj htuz &e yth.xe.ytu. buEl htuzlu stuz<tu xe.ve. htuz lu hemhVum fhJtlw ftb 110.0 7.00 31-12-27 btY<e fLmx[¾Nl btNo Ãjtlekd yuLz yuLSleghekd mrJom «t.je. ytNe»tCtR vxuj fu<lCtR rbMºte sgCtR Wvtæg
2024-25,184,East,JMºttj,41 VASTRAL,870.0,12.0,12-02-28,Vimal Construction,,JMºttj (1) dtuvelt Zt¤ &e Wbegtldh mw^eltu htuz (2)œuJef]vt &e me<thtb mexe mw^eltu htuz 870.0 7(9) 12-02-28 rJbj fLmx[¾Nl ytub yuLSleghekd mksgCtR vxuj yrb<CtR ckmj Wðf»toCtR CtCtuh htsuNCtR htXJt
