year,code,head,page,dept,dept_name,raw_line
2008-09,64406,ROADS AND STREETS - GENERAL (capex),202,381,"Z:TF4 U,LVM4 O]85FY","64406 Z:TF4 U,L4 HGZ, 308000450001550002939 3204"
2008-09,64414,TRAFFIC CONTROL BLOCK (capex),202,381,"Z:TF4 U,LVM4 O]85FY","64414 8=FOLS Sg8=M, a,MÉ; 2483550005000575 649"
2008-09,DEPT381,DEPT TOTAL,202,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 3813357050018200088458141","381 Z:TF4 U,LVM4 O]85FY G]\  S], 3813357050018200088458141"
2008-09,64402,OTHER BRIDGES (capex),202,382,"5],M","64402 VgI 5], 68000022920459209892 12791"
2008-09,DEPT382,DEPT TOTAL,202,382,"5],M G]\  S], 68000022920459201279110266","382 5],M G]\  S], 68000022920459201279110266"
2008-09,64401,ROADS AND STREETS RESURFACING (capex),205,962,"!5 SZM0GF hMG, JS"";","64401 Z:TF4 U,L v ZL;ZO[.;ÄU 45772014848716228722145 34165"
2008-09,64402,OTHER BRIDGES (capex),205,962,"!5 SZM0GF hMG, JS"";","64402 VgI 5], 40000400000"
2008-09,64406,ROADS AND STREETS - GENERAL (capex),205,962,"!5 SZM0GF hMG, JS"";","64406 Z:TF4 U,L4 HGZ, 522286362626639371127701 185300"
2008-09,64407,FOOTPATH AND PAVEMENTS (capex),205,962,"!5 SZM0GF hMG, JS"";",64407 O]85FY4 5[JD[g8 142400320494714916931 21129
2008-09,64414,TRAFFIC CONTROL BLOCK (capex),205,962,"!5 SZM0GF hMG, JS"";","64414 8=FOLS Sg8=M, a,MÉ; 377925573779230 2170"
2008-09,DEPT962,DEPT TOTAL,206,962,"!5 SZM0GF hMG, JS""; G]\  S], 2462051968546182527444012731221","962 !5 SZM0GF hMG, JS""; G]\  S], 24620519685461825274440127312219"
2008-09,DEPT963,DEPT TOTAL,206,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 6500045000105000648933856","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 65000450001050006489338563"
2008-09,64402,OTHER BRIDGES (capex),206,964,8[1F O|L AMg0vZ__#,"64402 VgI 5], 89200878001600008351 61616"
2008-09,DEPT964,DEPT TOTAL,206,964,"8[1F O|L AMg0vZ__# G]\  S], 13920013586034806052226857253","964 8[1F O|L AMg0vZ__# G]\  S], 13920013586034806052226857253"
2008-09,64402,OTHER BRIDGES (capex),206,966,8[1F O|L AMg0vZ__$,"64402 VgI 5], 46000016500033040006 5 5"
2008-09,64406,ROADS AND STREETS - GENERAL (capex),206,966,8[1F O|L AMg0vZ__$,"64406 Z:TF4 U,L4 HGZ, 39000022000070000020101 143437"
2008-09,64407,FOOTPATH AND PAVEMENTS (capex),206,966,8[1F O|L AMg0vZ__$,64407 O]85FY4 5[JD[g8 3250058500120302682 67990
2008-09,DEPT966,DEPT TOTAL,206,966,"8[1F O|L AMg0vZ__$ G]\  S], 884500463500116170223679524225","966 8[1F O|L AMg0vZ__$ G]\  S], 884500463500116170223679524225"
2008-09,64402,OTHER BRIDGES (capex),206,967,"VA""G .gËF:8=ÉRZ ÝMH[É8","64402 VgI 5], 30600016000088000000"
2008-09,DEPT967,DEPT TOTAL,207,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 9791100241910062097008614248","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 979110024191006209700861424825"
2008-09,86244,40% PUBLIC CONTRIB FOR ROADS (cap inc),210,381,"Z:TF4 U,LVM4 O]85FY","86244 $_@GF BR["" Z:TF SZJF 1000000 440"
2008-09,DEPT381,DEPT TOTAL,210,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 2500001057167","381 Z:TF4 U,LVM4 O]85FY G]\  S], 2500001057167"
2008-09,DEPT963,DEPT TOTAL,211,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 40000105000105000049059","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 40000105000105000049059"
2008-09,DEPT967,DEPT TOTAL,211,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 5039900155650030000003364160","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 5039900155650030000003364160"
2009-10,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),133,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 12101050"
2009-10,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),134,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 000601 323"
2009-10,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),135,204,"V[ßI]S[XG ;[; 0L5F8""D[g8","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 0000 308"
2009-10,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),138,351,Z:TF ;FO SZJF,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 4000400000 4063"
2009-10,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),138,352,XC[ZGF SRZM p5F0JF v Z[O–]h,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 800700422096 440"
2009-10,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),138,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 50505013 170"
2009-10,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),139,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf 15000012000012000054832 188949"
2009-10,DEPT371,DEPT TOTAL,139,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 16635013336513286526533","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 166350133365132865265332119001"
2009-10,10301,"VEHICLE TAX (rev inc, dept 381)",139,381,"Z:TF4 U,LVM4 O]85FY",10301 JFCG 8[Ù 20000016000015000079078 61144
2009-10,13423,ROAD CUT RESTORATION CHARGES (rev inc),139,381,"Z:TF4 U,LVM4 O]85FY",13423 Z:TF S5FT 5]Go :YF5G OL 1250001175005250035388 135078
2009-10,DEPT381,DEPT TOTAL,139,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 329030281430203642200003115509","381 Z:TF4 U,LVM4 O]85FY G]\  S], 329030281430203642200003115509"
2009-10,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),140,411,-MZ +F; V\S]X lJEFU,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 0101000"
2009-10,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),143,609,h],"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 00050"
2009-10,DEPT371,DEPT TOTAL,168,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 48942544237544617536154","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 489425442375446175361544251007"
2009-10,38401,ROADS STREETS AND PAVEMENTS (rev exp),168,381,"Z:TF4 U,LVM4 O]85FY","38401 Z:TF U,LVM TYF O}85FY 54000536003620024140 32209"
2009-10,38407,FOOT-PATH PAVEMENTS (rev exp),168,381,"Z:TF4 U,LVM4 O]85FY",38407 O}85FY s5[JD[g8f 4600370035002012 2128
2009-10,38413,POLE PAVEMENTS (rev exp),168,381,"Z:TF4 U,LVM4 O]85FY",38413 5M/ 5[JD[g8 1250950105093 293
2009-10,DEPT381,DEPT TOTAL,168,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 194600181100163350154269133121","381 Z:TF4 U,LVM4 O]85FY G]\  S], 194600181100163350154269133121"
2009-10,DEPT382,DEPT TOTAL,169,382,"5],M G]\  S], 6006001200791197","382 5],M G]\  S], 6006001200791197"
2009-10,DEPT371,DEPT TOTAL,192,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 74000025915063280014354","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 740000259150632800143548104865"
2009-10,64401,ROADS AND STREETS RESURFACING (capex),192,381,"Z:TF4 U,LVM4 O]85FY","64401 Z:TF4 U,L v ZL;ZO[.;ÄU 5200002500100004430 1165"
2009-10,64406,ROADS AND STREETS - GENERAL (capex),192,381,"Z:TF4 U,LVM4 O]85FY","64406 Z:TF4 U,L4 HGZ, 185000708003080003204 14796"
2009-10,64414,TRAFFIC CONTROL BLOCK (capex),192,381,"Z:TF4 U,LVM4 O]85FY","64414 8=FOLS Sg8=M, a,MÉ; 108000500024835649 841"
2009-10,DEPT381,DEPT TOTAL,192,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 83250095300381335230228845","381 Z:TF4 U,LVM4 O]85FY G]\  S], 83250095300381335230228845"
2009-10,64402,OTHER BRIDGES (capex),192,382,"5],M","64402 VgI 5], 5430001750068000012791 11595"
2009-10,DEPT382,DEPT TOTAL,192,382,"5],M G]\  S], 543000175006800001159512791","382 5],M G]\  S], 543000175006800001159512791"
2009-10,64401,ROADS AND STREETS RESURFACING (capex),196,962,"hMG, S[5L8, JS"";","64401 Z:TF4 U,L v ZL;ZO[.;ÄU 97718046570045772034165 80810"
2009-10,64402,OTHER BRIDGES (capex),196,962,"hMG, S[5L8, JS"";","64402 VgI 5], 0040000 1725"
2009-10,64406,ROADS AND STREETS - GENERAL (capex),196,962,"hMG, S[5L8, JS"";","64406 Z:TF4 U,L4 HGZ, 582400334799522286185300 327129"
2009-10,64407,FOOTPATH AND PAVEMENTS (capex),196,962,"hMG, S[5L8, JS"";",64407 O]85FY4 5[JD[g8 1662007520014240021129 21759
2009-10,64414,TRAFFIC CONTROL BLOCK (capex),196,962,"hMG, S[5L8, JS"";","64414 8=FOLS Sg8=M, a,MÉ; 500125037792170 835"
2009-10,DEPT962,DEPT TOTAL,196,962,"hMG, S[5L8, JS""; G]\  S], 374076015827642462051720771440127","962 hMG, S[5L8, JS""; G]\  S], 374076015827642462051720771440127"
2009-10,DEPT963,DEPT TOTAL,196,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 500020000650001626464893","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 500020000650001626464893"
2009-10,64402,OTHER BRIDGES (capex),196,964,8[1F O|L AMg0vZ__#,"64402 VgI 5], 73500430008920061616 47805"
2009-10,DEPT964,DEPT TOTAL,197,964,"8[1F O|L AMg0vZ__# G]\  S], 735004300013920058228522268","964 8[1F O|L AMg0vZ__# G]\  S], 735004300013920058228522268"
2009-10,64402,OTHER BRIDGES (capex),197,966,8[1F O|L AMg0vZ__$,"64402 VgI 5], 415400225600460000655 61817"
2009-10,64406,ROADS AND STREETS - GENERAL (capex),197,966,8[1F O|L AMg0vZ__$,"64406 Z:TF4 U,L4 HGZ, 175000495000390000143437 125491"
2009-10,64407,FOOTPATH AND PAVEMENTS (capex),197,966,8[1F O|L AMg0vZ__$,64407 O]85FY4 5[JD[g8 5000225003250067990 42502
2009-10,DEPT966,DEPT TOTAL,197,966,"8[1F O|L AMg0vZ__$ G]\  S], 597900745416884500243377236795","966 8[1F O|L AMg0vZ__$ G]\  S], 597900745416884500243377236795"
2009-10,64402,OTHER BRIDGES (capex),197,967,"VA""G .gËF:8=ÉRZ ÝMH[É8","64402 VgI 5], 4486002997003060000 166520"
2009-10,DEPT967,DEPT TOTAL,197,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 1076860056151009791100181642","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 1076860056151009791100181642586142"
2009-10,86244,40% PUBLIC CONTRIB FOR ROADS (cap inc),200,381,"Z:TF4 U,LVM4 O]85FY","86244 $_@GF BR["" Z:TF SZJF 160010001000440 2626"
2009-10,DEPT381,DEPT TOTAL,200,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 57252500250026281057","381 Z:TF4 U,LVM4 O]85FY G]\  S], 57252500250026281057"
2009-10,DEPT963,DEPT TOTAL,201,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 02000040000903570","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 02000040000903570"
2009-10,DEPT967,DEPT TOTAL,201,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 5778900275285050399001683969","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 5778900275285050399001683969336416"
2010-11,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),156,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 20101202"
2010-11,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),157,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 000323 0"
2010-11,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),158,204,"V[ßI]S[XG ;[; 0L5F8""D[g8","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 000308 0"
2010-11,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),161,351,Z:TF ;FO SZJF,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 6000500040004063 5693"
2010-11,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),161,352,XC[ZGF SRZM p5F0JF v Z[O–]h,"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 12001000800440 839"
2010-11,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),161,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 70050050170 1499"
2010-11,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),161,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf 150000150000150000188949 101293"
2010-11,DEPT371,DEPT TOTAL,161,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 19550019170016635017271","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 195500191700166350172714265332"
2010-11,10301,"VEHICLE TAX (rev inc, dept 381)",161,381,"Z:TF4 U,LVM4 O]85FY",10301 JFCG 8[Ù 20000018000020000061144 154451
2010-11,13423,ROAD CUT RESTORATION CHARGES (rev inc),161,381,"Z:TF4 U,LVM4 O]85FY",13423 Z:TF S5FT 5]Go :YF5G OL 175000145000125000135078 102036
2010-11,DEPT381,DEPT TOTAL,161,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 379030329030329030259898200003","381 Z:TF4 U,LVM4 O]85FY G]\  S], 379030329030329030259898200003"
2010-11,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),165,609,h],"23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 50000"
2010-11,DEPT371,DEPT TOTAL,187,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 56377554220748942534023","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 563775542207489425340231361544"
2010-11,38401,ROADS STREETS AND PAVEMENTS (rev exp),188,381,"Z:TF4 U,LVM4 O]85FY","38401 Z:TF U,LVM TYF O}85FY 44500420005400032209 30660"
2010-11,38407,FOOT-PATH PAVEMENTS (rev exp),188,381,"Z:TF4 U,LVM4 O]85FY",38407 O}85FY s5[JD[g8f 5250300046002128 2289
2010-11,38413,POLE PAVEMENTS (rev exp),188,381,"Z:TF4 U,LVM4 O]85FY",38413 5M/ 5[JD[g8 150010001250293 576
2010-11,DEPT381,DEPT TOTAL,188,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 285631250136194600149659154269","381 Z:TF4 U,LVM4 O]85FY G]\  S], 285631250136194600149659154269"
2010-11,DEPT382,DEPT TOTAL,188,382,"5],M G]\  S], 4003006009379","382 5],M G]\  S], 4003006009379"
2010-11,DEPT371,DEPT TOTAL,210,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 18410004193007400001405","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\ 1841000419300740000140595143548"
2010-11,64401,ROADS AND STREETS RESURFACING (capex),210,381,"Z:TF4 U,LVM4 O]85FY","64401 Z:TF4 U,L v ZL;ZO[.;ÄU 4360004400005200001165 471"
2010-11,64406,ROADS AND STREETS - GENERAL (capex),210,381,"Z:TF4 U,LVM4 O]85FY","64406 Z:TF4 U,L4 HGZ, 26000012000018500014796 35339"
2010-11,64414,TRAFFIC CONTROL BLOCK (capex),210,381,"Z:TF4 U,LVM4 O]85FY","64414 8=FOLS Sg8=M, a,MÉ; 5000020000108000841 1084"
2010-11,DEPT381,DEPT TOTAL,210,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 7750005880008325004631323022","381 Z:TF4 U,LVM4 O]85FY G]\  S], 7750005880008325004631323022"
2010-11,64402,OTHER BRIDGES (capex),210,382,"5],M","64402 VgI 5], 38000040000054300011595 68984"
2010-11,DEPT382,DEPT TOTAL,210,382,"5],M G]\  S], 3800004000005430006898411595","382 5],M G]\  S], 3800004000005430006898411595"
2010-11,64401,ROADS AND STREETS RESURFACING (capex),214,962,"hMG, S[5L8, JS"";","64401 Z:TF4 U,L v ZL;ZO[.;ÄU 76532051710697718080810 354370"
2010-11,64402,OTHER BRIDGES (capex),214,962,"hMG, S[5L8, JS"";","64402 VgI 5], 0001725 0"
2010-11,64406,ROADS AND STREETS - GENERAL (capex),214,962,"hMG, S[5L8, JS"";","64406 Z:TF4 U,L4 HGZ, 671550489440582400327129 339006"
2010-11,64407,FOOTPATH AND PAVEMENTS (capex),214,962,"hMG, S[5L8, JS"";",64407 O]85FY4 5[JD[g8 23433012180016620021759 52758
2010-11,64414,TRAFFIC CONTROL BLOCK (capex),214,962,"hMG, S[5L8, JS"";","64414 8=FOLS Sg8=M, a,MÉ; 01000500835 2077"
2010-11,DEPT962,DEPT TOTAL,214,962,"hMG, S[5L8, JS""; G]\  S], 4088500217485937407601262385720771","962 hMG, S[5L8, JS""; G]\  S], 4088500217485937407601262385720771"
2010-11,DEPT963,DEPT TOTAL,214,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 005000777316264","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 005000777316264"
2010-11,64402,OTHER BRIDGES (capex),214,964,8[1F O|L AMg0vZ__#,"64402 VgI 5], 0500007350047805 39942"
2010-11,DEPT964,DEPT TOTAL,214,964,"8[1F O|L AMg0vZ__# G]\  S], 050000735004357958228","964 8[1F O|L AMg0vZ__# G]\  S], 050000735004357958228"
2010-11,64402,OTHER BRIDGES (capex),214,966,8[1F O|L AMg0vZ__$,"64402 VgI 5], 10000025000041540061817 215274"
2010-11,64406,ROADS AND STREETS - GENERAL (capex),214,966,8[1F O|L AMg0vZ__$,"64406 Z:TF4 U,L4 HGZ, 0350000175000125491 481787"
2010-11,64407,FOOTPATH AND PAVEMENTS (capex),214,966,8[1F O|L AMg0vZ__$,64407 O]85FY4 5[JD[g8 05000500042502 18844
2010-11,DEPT966,DEPT TOTAL,214,966,"8[1F O|L AMg0vZ__$ G]\  S], 100000605000597900716343243377","966 8[1F O|L AMg0vZ__$ G]\  S], 100000605000597900716343243377"
2010-11,64402,OTHER BRIDGES (capex),215,967,"VA""G .gËF:8=ÉRZ ÝMH[É8","64402 VgI 5], 200000280000448600166520 282422"
2010-11,DEPT967,DEPT TOTAL,215,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 9767300858830010768600456568","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 976730085883001076860045656811816425"
2010-11,86244,40% PUBLIC CONTRIB FOR ROADS (cap inc),218,381,"Z:TF4 U,LVM4 O]85FY","86244 $_@GF BR["" Z:TF SZJF 1600160016002626 1598"
2010-11,DEPT381,DEPT TOTAL,218,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 57255725572519682628","381 Z:TF4 U,LVM4 O]85FY G]\  S], 57255725572519682628"
2010-11,DEPT963,DEPT TOTAL,219,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 0001179690357","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 0001179690357"
2010-11,DEPT967,DEPT TOTAL,219,967,"VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 5202600450665557789001369776","967 VA""G .gËF:8=ÉRZ ÝMH[É8 G]\  S], 52026004506655577890013697761683969"
2011-12,10301,"VEHICLE TAX (rev inc, dept 381)",48,,,6Ë Š ð Ë  yt…ðt™t ‚Útt «tu„út{™t ¾[to 9500.00 801.00 10301.00
2011-12,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),157,153,";[g8=, JS""XM5vDLS[GLS, :8M;""","2 6 20 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 2520 25 25"
2011-12,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),162,351,Z:TF ;FO SZJF,"5693 4222 6000 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 65006000 6500 6500"
2011-12,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),162,352,XC[ZGF SRZM p5F0JF v Z[O–]h,"839 1276 1500 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 15001200 1500 1500"
2011-12,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),162,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","1499 1756 7500 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 5000700 5000 5000"
2011-12,23311,COST OF WORK DONE ON CAPITAL A/C LSR (rev inc),163,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B","101293 185931 200000 23311 ,MG :8FO ZLSJZL sV[,PV[;PVFZf 200000150000 200000 200000"
2011-12,DEPT371,DEPT TOTAL,163,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 253070172714 23751","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 253070172714 237510 195500 253270 253070 253070"
2011-12,10301,"VEHICLE TAX (rev inc, dept 381)",163,381,"Z:TF4 U,LVM4 O]85FY",154451 192338 200000 10301 JFCG 8[Ù 250000200000 250000 250000
2011-12,13423,ROAD CUT RESTORATION CHARGES (rev inc),163,381,"Z:TF4 U,LVM4 O]85FY",102036 52917 175000 13423 Z:TF S5FT 5]Go :YF5G OL 200000175000 200000 200000
2011-12,DEPT381,DEPT TOTAL,163,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 452100259898 245255 379030 3770","381 Z:TF4 U,LVM4 O]85FY G]\  S], 452100259898 245255 379030 377030 452100 452100"
2011-12,23306,PENALTY RECOVERED FROM CONTRACTORS (rev inc),167,609,h],"0 0 5 23306 SMg8=FÉ8;"" 5F;[YL D/[, N\0GL VFJS 55 55"
2011-12,10301,"VEHICLE TAX (rev inc, dept 381)",172,803,V[gÊMRD[g8 BFT]\,ËŠðË ‚Útt «tu„út{™t ¾[o 4841.94 4886.83 7042.57 9003.71 9500.00 10301.00 10301.00
2011-12,DEPT371,DEPT TOTAL,173,371,"574 700 34801 ÔC[Z BAZ TYF 5a,L;L8L 700500 700 700","371 574 700 34801 ÔC[Z BAZ TYF 5a,L;L8L 700500 700 700"
2011-12,DEPT371,DEPT TOTAL,193,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 706891340231 38336","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 706891340231 383367 563775 562706 745291 745291"
2011-12,38401,ROADS STREETS AND PAVEMENTS (rev exp),194,381,"Z:TF4 U,LVM4 O]85FY","30660 36154 52150 38401 Z:TF U,LVM TYF O}85FY 5565044500 55650 55650"
2011-12,38407,FOOT-PATH PAVEMENTS (rev exp),194,381,"Z:TF4 U,LVM4 O]85FY",2289 2141 6200 38407 O}85FY s5[JD[g8f 71005250 7100 7100
2011-12,38413,POLE PAVEMENTS (rev exp),194,381,"Z:TF4 U,LVM4 O]85FY",576 710 1750 38413 5M/ 5[JD[g8 20001500 2000 2000
2011-12,DEPT381,DEPT TOTAL,194,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 176998149659 205240 285631 1575","381 Z:TF4 U,LVM4 O]85FY G]\  S], 176998149659 205240 285631 157574 176998 176998"
2011-12,DEPT382,DEPT TOTAL,194,382,"5],M G]\  S], 093 65 400 0 00","382 5],M G]\  S], 093 65 400 0 00"
2011-12,DEPT371,DEPT TOTAL,219,371,".HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 788423736351 53581","371 .HG[Z 0L5F8""D[g8 v ;FDFgI N[BZ[B G]\  S], 788423736351 535811 2548300 980151 2124423 2124423"
2011-12,64401,ROADS AND STREETS RESURFACING (capex),219,381,"Z:TF4 U,LVM4 O]85FY","471 433441 238042 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 45329436000 45329 45329"
2011-12,64406,ROADS AND STREETS - GENERAL (capex),219,381,"Z:TF4 U,LVM4 O]85FY","35339 119991 140000 64406 Z:TF4 U,L4 HGZ, 380171260000 700171 700171"
2011-12,64414,TRAFFIC CONTROL BLOCK (capex),219,381,"Z:TF4 U,LVM4 O]85FY","1084 6277 15000 64414 8=FOLS Sg8=M, a,MÉ; 200050000 32000 32000"
2011-12,DEPT381,DEPT TOTAL,219,381,"Z:TF4 U,LVM4 O]85FY G]\  S], 45200046313 565741 775000 40204","381 Z:TF4 U,LVM4 O]85FY G]\  S], 45200046313 565741 775000 402042 808100 808100"
2011-12,64402,OTHER BRIDGES (capex),220,382,"5],M","68984 319291 360513 64402 VgI 5], 24250380000 924250 924250"
2011-12,DEPT382,DEPT TOTAL,220,382,"5],M G]\  S], 2425068984 319291 380000 360513 924250 924250","382 5],M G]\  S], 2425068984 319291 380000 360513 924250 924250"
2011-12,64401,ROADS AND STREETS RESURFACING (capex),223,962,"hMG, S[5L8, JS"";","354370 797316 771201 64401 Z:TF4 U,L v ZL;ZO[.;ÄU 833809765320 833809 833809"
2011-12,64406,ROADS AND STREETS - GENERAL (capex),223,962,"hMG, S[5L8, JS"";","339006 356633 399149 64406 Z:TF4 U,L4 HGZ, 718445671550 801445 801445"
2011-12,64407,FOOTPATH AND PAVEMENTS (capex),223,962,"hMG, S[5L8, JS"";",52758 99702 181584 64407 O]85FY4 5[JD[g8 249529234330 249529 249529
2011-12,64414,TRAFFIC CONTROL BLOCK (capex),223,962,"hMG, S[5L8, JS"";","2077 460 1000 64414 8=FOLS Sg8=M, a,MÉ; 10000 1000 1000"
2011-12,DEPT962,DEPT TOTAL,224,962,"hMG, S[5L8, JS""; G]\  S], 39000001265876 1997465 4101700 302","962 hMG, S[5L8, JS""; G]\  S], 39000001265876 1997465 4101700 3028993 4052000 4052000"
2011-12,DEPT963,DEPT TOTAL,224,963,"8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 4557773 0 0 6932 455 455","963 8LP;LPVF>P0LPV[;P 5|MH[É8 G]\  S], 4557773 0 0 6932 455 455"
2011-12,64402,OTHER BRIDGES (capex),224,964,8[1F O|L AMg0vZ__#,"39942 22424 0 64402 VgI 5], 00 00"
2011-12,DEPT964,DEPT TOTAL,224,964,"8[1F O|L AMg0vZ__# G]\  S], 043579 22424 0 0 00","964 8[1F O|L AMg0vZ__# G]\  S], 043579 22424 0 0 00"
